id,kandidat,valg,parti,rangering,rangering_original,valgt,personstemmer,slengere,partistemmer,partiprosent,parti_original,count,election,total_hits,decay,hits_after_list_public,cum_hits,hits_before_list_public
kandidat000672,Guro Fjellanger,2015,v,10,29,Vara,367,62,21986,6.86,Venstre,429,2015-09-14,260,3.66318232511337,7,4023,4016
kandidat000673,Guro Svenkerud Fresvik,2007,v,48,34,Ikke valgt,129,2,23703,8.72,Venstre,131,2007-09-10,5,0.977295849636436,1,5,4
kandidat000674,Guro Svenkerud Fresvik,2015,v,30,31,Ikke valgt,160,8,21986,6.86,Venstre,168,2015-09-14,17,2.10642105727685,3,50,47
kandidat000675,Gustava Ording Bugge,2007,sp,49,44,Ikke valgt,7,0,2189,0.81,Senterpartiet,7,2007-09-10,1,0.00492712315397501,0,4,4
kandidat000676,Gyrd Steen,2007,osby,48,40,Ikke valgt,7,3,1466,0.54,Oslo Byaksjon,10,2007-09-10,27,0.186601232787655,1,231,230
kandidat000677,Gyro Sølvsberg,2011,krf,44,50,Ikke valgt,42,6,7571,2.44,Kristelig Folkeparti,48,2011-09-12,22,1.72349153450317,4,35,31
kandidat000678,Gyro Sølvsberg,2015,krf,45,41,Ikke valgt,30,7,7827,2.44,Kristelig Folkeparti,37,2015-09-14,36,1.19642398984278e-09,0,71,71
kandidat000679,Haakon Brænden,2007,krf,30,24,Ikke valgt,44,5,8368,3.08,Kristelig Folkeparti,49,2007-09-10,14,5.8462898035077,10,25,15
kandidat000680,Haakon Brænden,2011,krf,10,9,Ikke valgt,196,13,7571,2.44,Kristelig Folkeparti,209,2011-09-12,181,14.3406787896672,32,206,174
kandidat000681,Haakon Haugen,2007,pp,6,34,Ikke valgt,10,11,1414,0.52,Pensjonistpartiet,21,2007-09-10,26,0.0408288054365096,0,57,57
kandidat000682,Haakon Peter Riekeles,2011,v,14,13,Ikke valgt,309,34,25351,8.17,Venstre,343,2011-09-12,2,9.38941699557495e-11,0,7,7
kandidat000683,Haakon Sperre,2015,lib,6,5,Ikke valgt,32,5,458,0.14,Liberalistene Oslo,37,2015-09-14,12,0.756905289678238,3,13,10
kandidat000684,Habte-Ab Asgedom,2007,krf,22,20,Ikke valgt,66,2,8368,3.08,Kristelig Folkeparti,68,NA,0,0,0,0,0
kandidat000685,Hafida Yakhlef,2007,in,9,8,Ikke valgt,28,25,329000,0.12,Innvandrerpartiet,53,2007-09-10,1,5.47220007985274e-08,0,1,1
kandidat000686,Håkon Gundersen,2007,osby,60,59,Ikke valgt,4,1,1466,0.54,Oslo Byaksjon,5,2007-09-10,307,6.9382666825139,12,504,492
kandidat000687,Håkon Haugli,2007,ap,15,13,Valgt,1132,240,81265,29.89,Det norske Arbeiderparti,1372,2007-09-10,565,67.4842202042078,232,638,406
kandidat000688,Håkon Haugli,2011,ap,29,36,Vara,888,129,102707,33.1,Det norske Arbeiderparti,1017,2011-09-12,2199,45.7408357744837,128,2837,2709
kandidat000689,Håkon Wium Lie,2015,pirat,2,3,Ikke valgt,61,75,805,0.25,Piratpartiet,136,2015-09-14,387,15.0647473783925,55,1127,1072
kandidat000690,Hallstein Braaten Bjercke,2007,v,39,24,Ikke valgt,159,20,23703,8.72,Venstre,179,2007-09-10,14,0.461441894663691,1,45,44
kandidat000691,Hallstein Braaten Bjercke,2011,v,32,24,Ikke valgt,126,29,25351,8.17,Venstre,155,2011-09-12,83,0.00711891488348456,0,128,128
kandidat000692,Hallstein Braaten Bjercke,2015,v,2,2,Valgt,1202,295,21986,6.86,Venstre,1497,2015-09-14,25,1.26708130378028,2,153,151
kandidat000693,Hallvard Sandvik,2011,ksp,4,3,Ikke valgt,13,4,235000,0.08,Kristent Samlingsparti,17,2011-09-12,61,0.143774625190158,1,74,73
kandidat000694,Halvor Bodin,2007,osby,53,64,Ikke valgt,5,3,1466,0.54,Oslo Byaksjon,8,2007-09-10,64,1.43293520277856,3,102,99
kandidat000695,Halvor Hartvig Gundersen,2011,sp,46,34,Ikke valgt,7,1,1591,0.51,Senterpartiet,8,NA,0,0,0,0,0
kandidat000696,Halvor Kolsrud,2007,sv,29,32,Ikke valgt,222,13,28701,10.56,Sosialistisk Venstreparti,235,NA,0,0,0,0,0
kandidat000697,Hamsa Farah Mohamed,2011,sv,6,4,Vara,771,151,19477,6.28,Sosialistisk Venstreparti,922,2011-09-12,6,2.25163355511596e-07,0,6,6
kandidat000698,Hamsa Mohamed,2007,sv,12,13,Vara,1224,77,28701,10.56,Sosialistisk Venstreparti,1301,2007-09-10,32,3.60220639116183,4,32,28
kandidat000699,Hanna Breistrand,2007,rv,46,51,Ikke valgt,49,1,14131,5.2,Rød Valgallianse,50,2007-09-10,13,9.74722386023865e-07,0,14,14
kandidat000700,Hanna Elise Marcussen,2007,mdg,24,48,Ikke valgt,19,5,1687,0.62,Miljøpartiet De Grønne,24,NA,0,0,0,0,0
kandidat000701,Hanna Elise Marcussen,2011,mdg,2,2,Vara,823,301,7653,2.47,Miljøpartiet De Grønne,1124,2011-09-12,10,1.0019768096801,1,10,9
kandidat000702,Hanna Elise Marcussen,2015,mdg,6,9,Vara,1057,118,26096,8.14,Miljøpartiet De Grønne,1175,2015-09-14,72,3.50518099630487e-07,0,82,82
kandidat000703,Hannah Helseth,2015,sv,21,49,Ikke valgt,267,42,17445,5.44,Sosialistisk Venstreparti,309,2015-09-14,464,1.40925338245215,5,1049,1044
kandidat000704,Hanna-Mari Anttila-Kvåle,2007,sp,37,28,Ikke valgt,10,1,2189,0.81,Senterpartiet,11,2007-09-10,2,0.00492713313080933,0,2,2
kandidat000705,Hanna-Mari Anttila-Kvåle,2011,sp,20,17,Ikke valgt,15,2,1591,0.51,Senterpartiet,17,2011-09-12,2,0.0030184628406133,0,4,4
kandidat000706,Hanna-Mari Helena Anttila-Kvåle,2015,sp,38,45,Ikke valgt,15,1,1926,0.6,Senterpartiet,16,NA,0,0,0,0,0
kandidat000707,Hanna Mikalsen,2007,sv,37,49,Ikke valgt,169,8,28701,10.56,Sosialistisk Venstreparti,177,2007-09-10,9,0.658482743472872,1,12,11
kandidat000708,Hanna Norheim,2007,krf,46,50,Ikke valgt,26,2,8368,3.08,Kristelig Folkeparti,28,2007-09-10,6,0.0647786195177323,0,6,6
kandidat000709,Hanna Vesterager,2007,rv,64,57,Ikke valgt,26,3,14131,5.2,Rød Valgallianse,29,2007-09-10,16,1.60250181723273,6,31,25
kandidat000710,Hanne Birkelund,2007,v,33,23,Ikke valgt,190,7,23703,8.72,Venstre,197,2007-09-10,3,0.0152081899645391,0,10,10
kandidat000711,Hanne Eldby,2015,sv,17,17,Ikke valgt,342,42,17445,5.44,Sosialistisk Venstreparti,384,2015-09-14,185,4.35270782980698,7,627,620
kandidat000712,Hanne F. Dahle,2007,sv,31,47,Ikke valgt,205,7,28701,10.56,Sosialistisk Venstreparti,212,2007-09-10,1,0.91210514954509,1,2,1
kandidat000713,Hanne Grasmo,2007,mdg,27,28,Ikke valgt,18,2,1687,0.62,Miljøpartiet De Grønne,20,2007-09-10,5,0.00242811306287352,0,78,78
kandidat000714,Hanne Hodnebrug,2007,krf,5,4,Vara,202,21,8368,3.08,Kristelig Folkeparti,223,2007-09-10,29,5.28208817085446,7,38,31
kandidat000715,Hanne Hodnebrug,2011,krf,20,10,Ikke valgt,115,12,7571,2.44,Kristelig Folkeparti,127,2011-09-12,119,1.93271894998061,2,157,155
kandidat000716,Hanne Størset,2015,fi,28,22,Ikke valgt,18,1,1388,0.43,Feministisk Initiativ,19,2015-09-14,16,0.0281449548321093,0,83,83
kandidat000717,Hans A. Borgen,2011,mdg,27,35,Ikke valgt,43,9,7653,2.47,Miljøpartiet De Grønne,52,2011-09-12,2,0.0528206630363544,0,31,31
kandidat000718,Hans Anders Borgen,2007,mdg,9,10,Ikke valgt,56,11,1687,0.62,Miljøpartiet De Grønne,67,2007-09-10,2,1.57100148432707,2,4,2
kandidat000719,Hans A. Omland,2007,krf,47,51,Ikke valgt,23,5,8368,3.08,Kristelig Folkeparti,28,2007-09-10,1,0.91210514954509,1,3,2
kandidat000720,Hans Arne Akerø,2015,krf,20,24,Ikke valgt,124,9,7827,2.44,Kristelig Folkeparti,133,2015-09-14,342,1.47823000012987,6,470,464
kandidat000721,Hans Asbjørn Holm,2011,ap,64,62,Ikke valgt,273,5,102707,33.1,Det norske Arbeiderparti,278,2011-09-12,10,0.0793214238448563,0,141,141
kandidat000722,Hans Birger Nielsen,2007,frp,49,40,Ikke valgt,103,1,38873,14.3,Fremskrittspartiet,104,2007-09-10,5,0.912108289037333,1,12,11
kandidat000723,Hans Christian Lillehagen,2011,ap,36,22,Vara,770,37,102707,33.1,Det norske Arbeiderparti,807,2011-09-12,318,46.8192635980774,66,341,275
kandidat000724,Hans Christian Lillehagen,2015,ap,63,55,Ikke valgt,433,17,102431,31.97,Arbeiderpartiet,450,2015-09-14,340,3.14967919806805,4,681,677
kandidat000725,Hans Flatøy,2007,kp,34,15,Ikke valgt,1,0,120000,0.04,Kystpartiet,1,NA,0,0,0,0,0
kandidat000726,Hans Høegh Henrichsen,2011,frp,18,15,Ikke valgt,163,2,21852,7.04,Fremskrittspartiet,165,2011-09-12,55,2.70219053842629,10,102,92
kandidat000727,Hans H. Skei,2007,sp,45,48,Ikke valgt,6,2,2189,0.81,Senterpartiet,8,2007-09-10,358,18.0437936805323,29,764,735
kandidat000728,Hans Joar Høiby Hansen,2007,mdg,4,2,Ikke valgt,89,57,1687,0.62,Miljøpartiet De Grønne,146,NA,0,0,0,0,0
kandidat000729,Hans Jokinen,2007,nkp,7,5,Ikke valgt,11,2,203000,0.07,Norges Kommunistiske Parti,13,NA,0,0,0,0,0
kandidat000730,Hans Jørgen Gjertsen,2007,krf,61,32,Ikke valgt,18,4,8368,3.08,Kristelig Folkeparti,22,2007-09-10,1,1.02353859775942e-09,0,45,45
kandidat000731,Hans Jørgen Lysglimt,2015,pirat,10,7,Ikke valgt,29,6,805,0.25,Piratpartiet,35,2015-09-14,17,1.84543197497265,2,73,71
kandidat000732,Hans Kristian Voldstad,2015,v,18,14,Ikke valgt,215,50,21986,6.86,Venstre,265,2015-09-14,20,1.63216771679942e-05,0,39,39
kandidat000733,Hans Otto Jespersen,2007,sfp,3,3,Ikke valgt,11,16,129000,0.05,Samfunnspartiet,27,2007-09-10,7,2.11276465163928e-05,0,26,26
kandidat000734,Hans Otto Watne,2011,frp,48,46,Ikke valgt,69,1,21852,7.04,Fremskrittspartiet,70,2011-09-12,29,1.35267328297701,2,33,31
kandidat000735,Hans Otto Watne,2015,frp,29,27,Ikke valgt,119,6,19311,6.03,Fremskrittspartiet,125,2015-09-14,4,2.11119833878422,3,37,34
kandidat000736,Hans-Petter Aas,2007,sv,8,5,Vara,685,115,28701,10.56,Sosialistisk Venstreparti,800,2007-09-10,374,11.499562091686,21,699,678
kandidat000737,Hans Petter de Fine,2007,rv,10,9,Ikke valgt,200,10,14131,5.2,Rød Valgallianse,210,NA,0,0,0,0,0
kandidat000738,Hans Petter Hansen,2007,nkp,8,7,Ikke valgt,10,3,203000,0.07,Norges Kommunistiske Parti,13,2007-09-10,349,10.9344818866062,22,659,637
kandidat000739,Hans Petter Hansen,2011,nkp,12,12,Ikke valgt,11,1,210000,0.07,Norges Kommunistiske Parti,12,2011-09-12,441,8.5297826596724,17,1100,1083
kandidat000740,Hans Petter Hansen,2015,nkp,11,12,Ikke valgt,16,1,240,0.07,Norges Kommunistiske Parti,17,2015-09-14,289,8.17030260910467,25,1389,1364
kandidat000741,Hans Robin Solberg,2011,nkp,10,9,Ikke valgt,10,3,210000,0.07,Norges Kommunistiske Parti,13,NA,0,0,0,0,0
kandidat000742,Hans Stefan Jokinen,2011,nkp,9,11,Ikke valgt,15,0,210000,0.07,Norges Kommunistiske Parti,15,NA,0,0,0,0,0
kandidat000743,Harald A. Nissen,2011,mdg,1,1,Valgt,1263,641,7653,2.47,Miljøpartiet De Grønne,1904,2011-09-12,83,29.8157219802992,47,174,127
kandidat000744,Harald August Nissen,2015,mdg,3,2,Valgt,1299,380,26096,8.14,Miljøpartiet De Grønne,1679,2015-09-14,62,13.002908502924,13,69,56
kandidat000745,Harald Hansen,2015,lib,3,3,Ikke valgt,41,11,458,0.14,Liberalistene Oslo,52,2015-09-14,1934,43.1210376279863,91,5484,5393
kandidat000746,Harald Høyem,2015,sp,17,13,Ikke valgt,35,4,1926,0.6,Senterpartiet,39,2015-09-14,12,1.47041090265779,2,54,52
kandidat000747,Harald Kristoffersen,2007,kp,1,1,Ikke valgt,19,21,120000,0.04,Kystpartiet,40,2007-09-10,176,4.73220081788194,24,292,268
kandidat000748,Harald Kristoffersen,2011,kp,3,14,Ikke valgt,11,2,126000,0.04,Kystpartiet,13,2011-09-12,245,5.33318642957928,15,537,522
kandidat000749,Harald Kristoffersen,2015,kp,13,9,Ikke valgt,5,0,124,0.04,Kystpartiet,5,2015-09-14,52,1.2749811597809,5,589,584
kandidat000750,Harald Nedrelid,2007,krf,50,48,Ikke valgt,26,0,8368,3.08,Kristelig Folkeparti,26,NA,0,0,0,0,0
kandidat000751,Harald Olav Torhaug,2011,kp,15,19,Ikke valgt,3,0,126000,0.04,Kystpartiet,3,NA,0,0,0,0,0
kandidat000752,Harald Olav Torhaug,2015,kp,17,15,Ikke valgt,2,0,124,0.04,Kystpartiet,2,NA,0,0,0,0,0
kandidat000753,Harald Olsen,2007,nkp,20,21,Ikke valgt,3,1,203000,0.07,Norges Kommunistiske Parti,4,2007-09-10,2293,95.6565468798998,163,4489,4326
kandidat000754,Harald Ø. Lund,2007,osby,56,47,Ikke valgt,4,3,1466,0.54,Oslo Byaksjon,7,NA,0,0,0,0,0
kandidat000755,Harald Schyberg,2007,mdg,63,37,Ikke valgt,2,0,1687,0.62,Miljøpartiet De Grønne,2,2007-09-10,5,0.111549516140268,0,5,5
kandidat000756,Harald Stabell,2011,rv,16,61,Ikke valgt,217,43,11257,3.63,Rødt,260,2011-09-12,10452,228.230569770415,1008,22326,21318
kandidat000757,Harald Stabell,2015,rv,17,65,Ikke valgt,417,70,16174,5.05,Rødt,487,2015-09-14,11468,79.0814803022765,138,33794,33656
kandidat000758,Harald Storvik,2015,pp,21,19,Ikke valgt,8,1,1169,0.36,Pensjonistpartiet,9,2015-09-14,110,2.2107343476672,3,261,258
kandidat000759,Harald Torhaug,2007,kp,46,41,Ikke valgt,0,0,120000,0.04,Kystpartiet,0,2007-09-10,4,1.00001498331469,1,18,17
kandidat000760,Hardi Ahmadi,2007,v,18,18,Ikke valgt,320,27,23703,8.72,Venstre,347,2007-09-10,4,0.784779139472964,1,4,3
kandidat000761,Hardi Ahmadi,2011,v,18,17,Ikke valgt,235,20,25351,8.17,Venstre,255,2011-09-12,1,0.977262483773277,1,5,4
kandidat000762,Hårek Hansen,2015,frp,14,10,Ikke valgt,200,29,19311,6.03,Fremskrittspartiet,229,2015-09-14,33,0.248575128250404,0,106,106
kandidat000763,Harriet Karoliussen,2007,osby,42,45,Ikke valgt,8,5,1466,0.54,Oslo Byaksjon,13,2007-09-10,44,1.59734120220462,2,137,135
kandidat000764,Hartvig Opsjøn,2007,krf,24,19,Ikke valgt,57,9,8368,3.08,Kristelig Folkeparti,66,2007-09-10,24,2.52863441016211,4,30,26
kandidat000765,Hartvig Opsjøn,2011,krf,34,23,Ikke valgt,63,5,7571,2.44,Kristelig Folkeparti,68,2011-09-12,8,3.07230220728341,6,38,32
kandidat000766,Hartvig Opsjøn,2015,krf,43,44,Ikke valgt,37,5,7827,2.44,Kristelig Folkeparti,42,2015-09-14,9,1.72326876672917,3,47,44
kandidat000767,Hauk Heyerdahl,2007,osby,57,58,Ikke valgt,6,1,1466,0.54,Oslo Byaksjon,7,2007-09-10,51,0.266604758335836,0,87,87
kandidat000768,Håvard Grastveit,2011,sp,38,33,Ikke valgt,9,1,1591,0.51,Senterpartiet,10,2011-09-12,15,0.00301846523594231,0,17,17
kandidat000769,Håvard Grastveit,2015,sp,10,10,Ikke valgt,42,11,1926,0.6,Senterpartiet,53,2015-09-14,6,1.13292324511462,3,23,20
kandidat000770,Håvard Haagenrud,2015,v,54,32,Ikke valgt,87,3,21986,6.86,Venstre,90,NA,0,0,0,0,0
kandidat000771,Hege Astrup Sannum,2015,h,38,32,Vara,501,25,101882,31.8,Høyre,526,2015-09-14,16,0.0135999184508451,0,21,21
kandidat000772,Hege Solbakken,2007,sp,18,26,Ikke valgt,25,5,2189,0.81,Senterpartiet,30,2007-09-10,110,2.3764422184367,6,175,169
kandidat000773,Hege Solbakken,2011,sp,10,5,Ikke valgt,33,9,1591,0.51,Senterpartiet,42,2011-09-12,1343,73.3301304550823,246,1518,1272
kandidat000774,Heidi Fuglesang,2015,h,41,41,Vara,467,18,101882,31.8,Høyre,485,2015-09-14,139,0.525719822908047,0,159,159
kandidat000775,Heidi Hovind,2015,pirat,7,16,Ikke valgt,32,8,805,0.25,Piratpartiet,40,2015-09-14,4,0.000143886105316349,0,5,5
kandidat000776,Heidi Marikken Sund,2007,sv,42,41,Ikke valgt,142,8,28701,10.56,Sosialistisk Venstreparti,150,NA,0,0,0,0,0
kandidat000777,Heidi Rømming,2007,sv,5,4,Valgt,1055,139,28701,10.56,Sosialistisk Venstreparti,1194,2007-09-10,24,0.0222201655132229,0,38,38
kandidat000778,Heidi Sandvand Hegertun,2015,krf,26,29,Ikke valgt,105,5,7827,2.44,Kristelig Folkeparti,110,NA,0,0,0,0,0
kandidat000779,Helene Alexandra Brekke,2007,pp,9,7,Ikke valgt,17,2,1414,0.52,Pensjonistpartiet,19,NA,0,0,0,0,0
kandidat000780,Helene Brekke,2011,dem,2,2,Ikke valgt,15,10,214000,0.07,Demokratene i Norge,25,2011-09-12,194,2.35818600890214,5,276,271
kandidat000781,Helene Falch Fladmark,2007,v,26,32,Ikke valgt,218,11,23703,8.72,Venstre,229,2007-09-10,15,0.767707107392699,1,96,95
kandidat000782,Helene Gallis,2015,mdg,24,25,Ikke valgt,303,32,26096,8.14,Miljøpartiet De Grønne,335,2015-09-14,111,12.7041559272851,24,111,87
kandidat000783,Helene Voldner,2007,rv,5,5,Vara,434,77,14131,5.2,Rød Valgallianse,511,2007-09-10,3,3.31587098776246e-05,0,9,9
kandidat000784,Helge Rege Gårdsvoll,2011,krf,46,34,Ikke valgt,44,1,7571,2.44,Kristelig Folkeparti,45,2011-09-12,6,1.51466924706997,2,6,4
kandidat000785,Helle Grøndahl,2015,fi,19,12,Ikke valgt,28,6,1388,0.43,Feministisk Initiativ,34,2015-09-14,10,1.43057897430292,7,10,3
kandidat000786,Helle Hagenau,2011,rv,8,4,Ikke valgt,235,54,11257,3.63,Rødt,289,2011-09-12,6,0.636984495639921,1,68,67
kandidat000787,Helle Hagenau,2015,rv,8,7,Vara,353,46,16174,5.05,Rødt,399,2015-09-14,7,0.0876107041744732,0,75,75
kandidat000788,Henning Holstad,2007,frp,5,4,Valgt,926,54,38873,14.3,Fremskrittspartiet,980,2007-09-10,495,58.7931273502187,70,1700,1630
kandidat000789,Henning Holstad,2011,frp,9,9,Vara,389,44,21852,7.04,Fremskrittspartiet,433,2011-09-12,1039,15.2902063101373,21,2739,2718
kandidat000790,Henning Rokling-Andersen,2007,h,45,48,Ikke valgt,254,6,68475,25.19,Høyre,260,2007-09-10,27,1.15017971282944e-08,0,31,31
kandidat000791,Henning Solhaug,2007,sv,56,50,Ikke valgt,93,8,28701,10.56,Sosialistisk Venstreparti,101,2007-09-10,23,0.166727609647548,1,64,63
kandidat000792,Henning Stene,2015,h,56,53,Ikke valgt,308,16,101882,31.8,Høyre,324,2015-09-14,26,0.608900693873292,1,171,170
kandidat000793,Henny Strøm,2007,v,62,57,Ikke valgt,68,3,23703,8.72,Venstre,71,2007-09-10,2,0.696597228000182,2,4,2
kandidat000794,Henriette Westhrin,2015,sv,29,43,Ikke valgt,209,13,17445,5.44,Sosialistisk Venstreparti,222,2015-09-14,1430,0.0506394355768013,0,5302,5302
kandidat000795,Henrik Gjerding,2011,frp,31,51,Ikke valgt,92,25,21852,7.04,Fremskrittspartiet,117,2011-09-12,3,0.189090320890197,1,8,7
kandidat000796,Henrik Holst,2011,ap,49,54,Ikke valgt,479,26,102707,33.1,Det norske Arbeiderparti,505,2011-09-12,62,0.139561062044089,1,87,86
kandidat000797,Henrik Hovland,2011,ap,61,60,Ikke valgt,352,13,102707,33.1,Det norske Arbeiderparti,365,2011-09-12,606,1.70148336729251,5,1069,1064
kandidat000798,Henrik Hovland,2015,ap,65,53,Ikke valgt,406,5,102431,31.97,Arbeiderpartiet,411,2015-09-14,195,12.3226644166259,36,1264,1228
kandidat000799,Henrik Sander,2011,frp,25,30,Ikke valgt,113,15,21852,7.04,Fremskrittspartiet,128,2011-09-12,100,5.38006616897877,8,217,209
kandidat000800,Henry Tschudi,2007,kp,47,43,Ikke valgt,0,0,120000,0.04,Kystpartiet,0,2007-09-10,5,1.55295563713384,2,12,10
kandidat000801,Henry Tschudi,2015,kp,18,16,Ikke valgt,1,0,124,0.04,Kystpartiet,1,2015-09-14,39,0.00519088600118581,0,65,65
kandidat000802,Herbert Boretti,2007,nkp,21,20,Ikke valgt,2,1,203000,0.07,Norges Kommunistiske Parti,3,NA,0,0,0,0,0
kandidat000803,Hermann Kopp,2007,h,14,41,Valgt,1309,78,68475,25.19,Høyre,1387,2007-09-10,31,1.60468492904283,4,75,71
kandidat000804,Hermann Kopp,2011,h,14,35,Valgt,1445,70,110776,35.7,Høyre,1515,2011-09-12,115,1.42220341194035,3,190,187
kandidat000805,Hermann Kopp,2015,h,20,28,Vara,1033,78,101882,31.8,Høyre,1111,2015-09-14,172,0.0237486422077526,0,362,362
kandidat000806,Hermann Smith-Sivertsen,2011,h,40,51,Vara,477,32,110776,35.7,Høyre,509,2011-09-12,10,0.173073169482894,1,79,78
kandidat000807,Hermann Smith-Sivertsen,2015,h,27,19,Vara,696,37,101882,31.8,Høyre,733,2015-09-14,58,1.55368399775257,6,137,131
kandidat000808,Hernán Rojas,2007,sv,26,30,Ikke valgt,258,40,28701,10.56,Sosialistisk Venstreparti,298,2007-09-10,16,1.43003607767726,1,29,28
kandidat000809,Hildegunn Hodne Ulltveit-Moe,2015,krf,46,45,Ikke valgt,33,3,7827,2.44,Kristelig Folkeparti,36,2015-09-14,2,1.24821346888047,2,3,1
kandidat000810,Hilde Jordal Myrset,2007,frp,34,39,Ikke valgt,160,1,38873,14.3,Fremskrittspartiet,161,NA,0,0,0,0,0
kandidat000811,Hilde Lysengen Havro,2007,sp,11,12,Ikke valgt,40,3,2189,0.81,Senterpartiet,43,2007-09-10,7,0.0653788600521125,0,18,18
kandidat000812,Hilde Maisey,2007,sv,22,16,Ikke valgt,368,36,28701,10.56,Sosialistisk Venstreparti,404,2007-09-10,5,0.509929715888536,3,28,25
kandidat000813,Hilde Maisey,2011,sv,13,9,Ikke valgt,328,31,19477,6.28,Sosialistisk Venstreparti,359,2011-09-12,97,0.343266801422858,1,125,124
kandidat000814,Hilde Vestrheim,2015,v,12,9,Ikke valgt,334,28,21986,6.86,Venstre,362,2015-09-14,1,0.000621732886741333,0,3,3
kandidat000815,Hilde Widerøe Wibe,2011,v,50,62,Ikke valgt,81,7,25351,8.17,Venstre,88,2011-09-12,114,5.42562145532499,16,229,213
kandidat000816,Hirut Worku,2015,krf,55,51,Ikke valgt,19,2,7827,2.44,Kristelig Folkeparti,21,2015-09-14,5,8.16906493782588e-09,0,13,13
kandidat000817,Honoratte Muhanzi Kashale,2015,krf,54,33,Ikke valgt,22,2,7827,2.44,Kristelig Folkeparti,24,2015-09-14,2,1.39789790296204e-05,0,27,27
kandidat000818,Huaytacha Nygaard,2011,kp,7,3,Ikke valgt,2,4,126000,0.04,Kystpartiet,6,NA,0,0,0,0,0
kandidat000819,Huaytacha Tennfjord,2007,kp,7,5,Ikke valgt,5,3,120000,0.04,Kystpartiet,8,2007-09-10,2,1.50831595986596,2,4,2
kandidat000820,Hugo Fredriksen,2011,sp,43,31,Ikke valgt,6,3,1591,0.51,Senterpartiet,9,2011-09-12,51,0.0111995096812704,0,98,98
kandidat000821,Hussain Shafqat Chaudry,2007,in,1,9,Ikke valgt,39,163,329000,0.12,Innvandrerpartiet,202,NA,0,0,0,0,0
kandidat000822,Hussein Aden Yussuf,2015,sv,22,30,Ikke valgt,262,24,17445,5.44,Sosialistisk Venstreparti,286,NA,0,0,0,0,0
kandidat000823,Ibrahim Sheikh M. Ahmed,2007,sp,7,6,Ikke valgt,61,26,2189,0.81,Senterpartiet,87,NA,0,0,0,0,0
kandidat000824,Ibrahim Sheikh Mohamed Ahmed,2011,sp,9,6,Ikke valgt,21,23,1591,0.51,Senterpartiet,44,2011-09-12,4,0.0030185774366268,0,4,4
kandidat000825,Ida Beth Hald,2011,mdg,16,18,Ikke valgt,65,24,7653,2.47,Miljøpartiet De Grønne,89,2011-09-12,14,1.57367154606699,2,27,25
kandidat000826,Ida Beth Hald,2015,mdg,31,27,Ikke valgt,221,22,26096,8.14,Miljøpartiet De Grønne,243,2015-09-14,4,8.77460085375932e-07,0,31,31
kandidat000827,Ida K. Berg-Johnsen,2011,h,24,16,Vara,773,22,110776,35.7,Høyre,795,NA,0,0,0,0,0
kandidat000828,Ida Marie Haugen Gilbert,2011,mdg,35,40,Ikke valgt,40,5,7653,2.47,Miljøpartiet De Grønne,45,2011-09-12,33,3.45394191806677,14,33,19
kandidat000829,Idar Eliassen,2007,ap,28,31,Vara,760,88,81265,29.89,Det norske Arbeiderparti,848,2007-09-10,17,0.25181632184118,1,71,70
kandidat000830,Ida Samantha Drugg,2007,mdg,6,7,Ikke valgt,78,21,1687,0.62,Miljøpartiet De Grønne,99,2007-09-10,2,0.04929893407125,0,2,2
kandidat000831,Ida Viksveen Larsen,2007,ap,26,22,Vara,858,32,81265,29.89,Det norske Arbeiderparti,890,2007-09-10,27,5.4216005001652,9,27,18
kandidat000832,Ida Viksveen Larsen,2011,ap,43,37,Vara,633,15,102707,33.1,Det norske Arbeiderparti,648,2011-09-12,16,0.0305830181247156,0,43,43
kandidat000833,Ida Viksveen Larsen,2015,ap,35,22,Vara,1343,21,102431,31.97,Arbeiderpartiet,1364,2015-09-14,89,0.0170374997980613,0,132,132
kandidat000834,Iman Winkelman,2007,h,54,63,Ikke valgt,214,4,68475,25.19,Høyre,218,2007-09-10,23,0.893414638773184,3,27,24
kandidat000835,Ina Roll Spinnangr,2015,v,26,53,Ikke valgt,144,40,21986,6.86,Venstre,184,2015-09-14,229,2.05507145536709,10,291,281
kandidat000836,Ingar Malvang,2007,dem,1,1,Ikke valgt,45,36,306000,0.11,Demokratene,81,2007-09-10,77,59.9205604901957,64,96,32
kandidat000837,Ingebjørg Hillestad,2007,sp,32,41,Ikke valgt,12,2,2189,0.81,Senterpartiet,14,2007-09-10,1,0.00492712315397501,0,4,4
kandidat000838,Ingebjørg Hillestad,2011,sp,52,37,Ikke valgt,4,2,1591,0.51,Senterpartiet,6,2011-09-12,2,0.00205598547239096,0,6,6
kandidat000839,Ingeborg Elise Vardøen,2015,mdg,59,53,Ikke valgt,105,0,26096,8.14,Miljøpartiet De Grønne,105,NA,0,0,0,0,0
kandidat000840,Ingeborg Greiner,2007,pp,28,24,Ikke valgt,7,0,1414,0.52,Pensjonistpartiet,7,NA,0,0,0,0,0
kandidat000841,Ingeborg Greiner,2011,pp,30,14,Ikke valgt,7,0,1045,0.34,Pensjonistpartiet,7,2011-09-12,1,1.19923127092213e-08,0,3,3
kandidat000842,Ingeborg Heslien,2011,sp,29,35,Ikke valgt,13,1,1591,0.51,Senterpartiet,14,2011-09-12,2,0.0030184628406133,0,4,4
