id,kandidat,valg,parti,rangering,rangering_original,valgt,personstemmer,slengere,partistemmer,partiprosent,parti_original,count,election,total_hits,decay,hits_after_list_public,cum_hits,hits_before_list_public
kandidat000500,Erik Lunde,2011,krf,2,2,Vara,631,246,7571,2.44,Kristelig Folkeparti,877,2011-09-12,991,33.5122861655158,67,2039,1972
kandidat000501,Erik Lunde,2015,krf,1,1,Valgt,1557,891,7827,2.44,Kristelig Folkeparti,2448,2015-09-14,2530,137.832797100753,242,4569,4327
kandidat000502,Erik Lundesgaard,2011,h,52,38,Ikke valgt,317,37,110776,35.7,Høyre,354,2011-09-12,214,11.767339544904,22,327,305
kandidat000503,Erik Ravnsborg Gjertsen,2007,kp,14,17,Ikke valgt,1,2,120000,0.04,Kystpartiet,3,NA,0,0,0,0,0
kandidat000504,Erik Ravnsborg Gjertsen,2011,kp,9,10,Ikke valgt,3,1,126000,0.04,Kystpartiet,4,2011-09-12,1,6.06188686772547e-12,0,2,2
kandidat000505,Erik Schjenken,2015,frp,7,23,Vara,374,33,19311,6.03,Fremskrittspartiet,407,2015-09-14,1179,5.55692678159835,12,3038,3026
kandidat000506,Erik Soltvedt Wilvang,2007,h,59,62,Ikke valgt,184,1,68475,25.19,Høyre,185,NA,0,0,0,0,0
kandidat000507,Erlend Loe,2015,mdg,11,64,Vara,1450,120,26096,8.14,Miljøpartiet De Grønne,1570,2015-09-14,3473,106.753781568093,206,13445,13239
kandidat000508,Erling Dokk Holm,2007,osby,11,11,Ikke valgt,128,121,1466,0.54,Oslo Byaksjon,249,2007-09-10,502,16.2801633940377,29,772,743
kandidat000509,Erling Dokk Holm,2015,mdg,16,56,Ikke valgt,496,64,26096,8.14,Miljøpartiet De Grønne,560,2015-09-14,1975,33.0256412047696,77,4089,4012
kandidat000510,Erling Folkvord,2007,rv,1,1,Valgt,4497,3758,14131,5.2,Rød Valgallianse,8255,2007-09-10,1737,362.697810342248,513,5830,5317
kandidat000511,Erling Folkvord,2011,rv,11,55,Ikke valgt,750,250,11257,3.63,Rødt,1000,2011-09-12,3483,64.0637852350276,214,9313,9099
kandidat000512,Erling Folkvord,2015,rv,12,38,Ikke valgt,650,148,16174,5.05,Rødt,798,2015-09-14,1131,40.3997587365344,126,10444,10318
kandidat000513,Erling Fossen,2007,osby,1,1,Ikke valgt,388,759,1466,0.54,Oslo Byaksjon,1147,2007-09-10,887,25.2474979514248,43,1626,1583
kandidat000514,Erling Kvalheim,2011,frp,46,33,Ikke valgt,68,6,21852,7.04,Fremskrittspartiet,74,2011-09-12,6,0.0114089989894289,0,19,19
kandidat000515,Erling Kylstad,2007,sp,42,31,Ikke valgt,8,0,2189,0.81,Senterpartiet,8,2007-09-10,5,0.00558011579760238,0,12,12
kandidat000516,Erling Kylstad,2011,sp,47,38,Ikke valgt,6,2,1591,0.51,Senterpartiet,8,2011-09-12,4,0.00751251724181476,0,16,16
kandidat000517,Erling Kylstad,2015,sp,44,27,Ikke valgt,12,0,1926,0.6,Senterpartiet,12,2015-09-14,2,2.31851172665717e-05,0,18,18
kandidat000518,Erling Lae,2007,h,1,1,Valgt,19646,3645,68475,25.19,Høyre,23291,2007-09-10,9131,1316.00059751421,2288,12484,10196
kandidat000519,Erling Lægreid,2007,sfp,2,8,Ikke valgt,10,18,129000,0.05,Samfunnspartiet,28,2007-09-10,197,3.79299380725832,8,582,574
kandidat000520,Erling Melenius,2007,pp,11,6,Ikke valgt,14,0,1414,0.52,Pensjonistpartiet,14,NA,0,0,0,0,0
kandidat000521,Erling Melenius,2011,pp,17,6,Ikke valgt,12,2,1045,0.34,Pensjonistpartiet,14,2011-09-12,3,1.20501206070205e-08,0,5,5
kandidat000522,Erling Melenius,2015,pp,9,5,Ikke valgt,19,3,1169,0.36,Pensjonistpartiet,22,NA,0,0,0,0,0
kandidat000523,Erling O Turtum,2015,ap,56,37,Ikke valgt,634,11,102431,31.97,Arbeiderpartiet,645,2015-09-14,21,0.0475671643428955,0,21,21
kandidat000524,Erling Unnli,2011,pp,29,28,Ikke valgt,8,0,1045,0.34,Pensjonistpartiet,8,NA,0,0,0,0,0
kandidat000525,Erna Kahlbom,2015,sv,45,41,Ikke valgt,116,8,17445,5.44,Sosialistisk Venstreparti,124,2015-09-14,4,4.5652496757778e-09,0,70,70
kandidat000526,Ernst Laine,2007,pp,33,25,Ikke valgt,4,0,1414,0.52,Pensjonistpartiet,4,NA,0,0,0,0,0
kandidat000527,Ernst Laine,2011,pp,14,15,Ikke valgt,15,0,1045,0.34,Pensjonistpartiet,15,NA,0,0,0,0,0
kandidat000528,Eskil Pedersen,2007,ap,38,53,Vara,568,21,81265,29.89,Det norske Arbeiderparti,589,2007-09-10,593,13.0625096666152,13,622,609
kandidat000529,Eskil Pedersen,2015,ap,23,64,Vara,2251,109,102431,31.97,Arbeiderpartiet,2360,2015-09-14,21880,108.614325773592,307,27256,26949
kandidat000530,Esmaeil Akbari,2007,sv,16,17,Ikke valgt,573,50,28701,10.56,Sosialistisk Venstreparti,623,2007-09-10,1,1.68893077459974e-07,0,7,7
kandidat000531,Esmaeil Akbari Ghannad,2011,sv,25,12,Ikke valgt,196,20,19477,6.28,Sosialistisk Venstreparti,216,2011-09-12,1,0.977262483773277,1,1,0
kandidat000532,Espen Andreas Hasle,2015,krf,5,10,Vara,338,36,7827,2.44,Kristelig Folkeparti,374,2015-09-14,167,0.560111000618755,1,343,342
kandidat000533,Espen Langvik,2015,v,20,16,Ikke valgt,208,35,21986,6.86,Venstre,243,2015-09-14,570,37.8342476034953,91,1079,988
kandidat000534,Espen Ophaug,2007,v,40,50,Ikke valgt,121,50,23703,8.72,Venstre,171,2007-09-10,32,1.01853964991892,1,55,54
kandidat000535,Espen Ophaug,2011,v,6,5,Vara,465,161,25351,8.17,Venstre,626,2011-09-12,77,7.18743502566239,12,132,120
kandidat000536,Espen Ophaug,2015,v,3,4,Valgt,764,145,21986,6.86,Venstre,909,2015-09-14,526,26.6744958342276,64,658,594
kandidat000537,Eugen Johan Ellertsen,2007,pp,34,31,Ikke valgt,3,1,1414,0.52,Pensjonistpartiet,4,NA,0,0,0,0,0
kandidat000538,Eva Celine Jørgensen,2015,rv,39,26,Ikke valgt,123,4,16174,5.05,Rødt,127,2015-09-14,7,0.00176312485456551,0,11,11
kandidat000539,Eva Hajnal Nyhamn,2007,mdg,16,12,Ikke valgt,28,2,1687,0.62,Miljøpartiet De Grønne,30,NA,0,0,0,0,0
kandidat000540,Eva Meisfjord,2007,nkp,17,19,Ikke valgt,6,2,203000,0.07,Norges Kommunistiske Parti,8,NA,0,0,0,0,0
kandidat000541,Eva Michelsen Ekroll,2015,v,37,28,Ikke valgt,136,2,21986,6.86,Venstre,138,2015-09-14,64,0.101174943811209,0,66,66
kandidat000542,Even Birkedal,2007,dem,27,26,Ikke valgt,1,1,306000,0.11,Demokratene,2,2007-09-10,7,0.0239542560994235,0,8,8
kandidat000543,Even Westerveld,2007,krf,35,59,Ikke valgt,31,3,8368,3.08,Kristelig Folkeparti,34,2007-09-10,227,12.9949346575939,20,228,208
kandidat000544,Ewa Gawecka,2015,h,33,31,Vara,611,21,101882,31.8,Høyre,632,2015-09-14,13,0.181599707048385,1,36,35
kandidat000545,Ewa Thim,2007,frp,42,48,Ikke valgt,134,0,38873,14.3,Fremskrittspartiet,134,2007-09-10,3,0.0957735455955022,0,3,3
kandidat000546,Eyvind Skeie,2007,v,34,56,Ikke valgt,180,13,23703,8.72,Venstre,193,2007-09-10,302,16.0197547024966,28,756,728
kandidat000547,Fabian Stang,2007,h,2,2,Valgt,7330,674,68475,25.19,Høyre,8004,2007-09-10,2301,1018.75333895988,1486,2608,1122
kandidat000548,Fabian Stang,2011,h,1,1,Valgt,43729,9778,110776,35.7,Høyre,53507,2011-09-12,14922,1187.67021892862,2075,17530,15455
kandidat000549,Fabian Stang,2015,h,1,1,Valgt,40542,3373,101882,31.8,Høyre,43915,2015-09-14,19110,643.108956283961,1039,36640,35601
kandidat000550,Fahila Nawaz,2007,rv,23,33,Ikke valgt,138,11,14131,5.2,Rød Valgallianse,149,2007-09-10,1,1.05278183024543e-11,0,1,1
kandidat000551,Fahila Nawaz,2015,rv,48,39,Ikke valgt,104,5,16174,5.05,Rødt,109,2015-09-14,1,1.47122538820305e-07,0,3,3
kandidat000552,Faisal Butt Akram,2007,sfp,4,2,Ikke valgt,14,12,129000,0.05,Samfunnspartiet,26,NA,0,0,0,0,0
kandidat000553,Farah Ramadan,2011,sv,23,53,Ikke valgt,197,23,19477,6.28,Sosialistisk Venstreparti,220,2011-09-12,3,1.07159940200513,1,3,2
kandidat000554,Fatima Ali Madar,2011,ap,19,47,Valgt,1584,44,102707,33.1,Det norske Arbeiderparti,1628,2011-09-12,11,4.39958503735947,6,12,6
kandidat000555,Fatima Ali Madar,2015,ap,25,40,Vara,1767,39,102431,31.97,Arbeiderpartiet,1806,2015-09-14,78,0.529814900628532,3,90,87
kandidat000556,Fatma Süslü,2007,osby,19,29,Ikke valgt,20,10,1466,0.54,Oslo Byaksjon,30,NA,0,0,0,0,0
kandidat000557,Fatmata Kanu,2007,mdg,17,30,Ikke valgt,22,6,1687,0.62,Miljøpartiet De Grønne,28,NA,0,0,0,0,0
kandidat000558,Finn Dyrkorn,2015,mdg,62,42,Ikke valgt,73,7,26096,8.14,Miljøpartiet De Grønne,80,2015-09-14,16,4.17263252067128,6,42,36
kandidat000559,Francis K Acquah,2015,ksp,2,2,Ikke valgt,57,12,421,0.13,Partiet De Kristne,69,2015-09-14,2,5.74786179844818e-08,0,2,2
kandidat000560,Francis Rønnestad,2015,krf,57,48,Ikke valgt,20,0,7827,2.44,Kristelig Folkeparti,20,2015-09-14,37,0.675073799203279,3,38,35
kandidat000561,Frank Eugen Edvardsen,2007,dem,17,16,Ikke valgt,2,2,306000,0.11,Demokratene,4,NA,0,0,0,0,0
kandidat000562,Freddy Wahl Stensby,2015,ksp,11,17,Ikke valgt,12,1,421,0.13,Partiet De Kristne,13,NA,0,0,0,0,0
kandidat000563,Fredrick Otieno Makosir,2007,krf,45,46,Ikke valgt,25,3,8368,3.08,Kristelig Folkeparti,28,NA,0,0,0,0,0
kandidat000564,Fredrick Otieno Makosir,2011,krf,47,43,Ikke valgt,37,2,7571,2.44,Kristelig Folkeparti,39,2011-09-12,17,8.13863605647254e-07,0,17,17
kandidat000565,Fredrick Otieno Makosir,2015,krf,51,42,Ikke valgt,26,1,7827,2.44,Kristelig Folkeparti,27,2015-09-14,1,1.33534715856642e-14,0,18,18
kandidat000566,Fredrik Arentz,2007,mdg,40,59,Ikke valgt,4,5,1687,0.62,Miljøpartiet De Grønne,9,2007-09-10,24,0.856443765587399,2,42,40
kandidat000567,Fredrik Arentz,2015,mdg,65,46,Ikke valgt,65,2,26096,8.14,Miljøpartiet De Grønne,67,2015-09-14,23,0.0593708548377476,0,75,75
kandidat000568,Fredrik Jomark,2015,lib,4,4,Ikke valgt,40,8,458,0.14,Liberalistene Oslo,48,NA,0,0,0,0,0
kandidat000569,Fredrik Juel Hagen,2011,frp,24,35,Ikke valgt,123,6,21852,7.04,Fremskrittspartiet,129,2011-09-12,6,0.59775091717742,1,6,5
kandidat000570,Fredrik Mellem,2007,ap,31,19,Vara,683,48,81265,29.89,Det norske Arbeiderparti,731,2007-09-10,73,7.19118679793111,14,92,78
kandidat000571,Fredrik Mellem,2011,ap,30,18,Vara,984,32,102707,33.1,Det norske Arbeiderparti,1016,2011-09-12,262,4.64691338505266,9,354,345
kandidat000572,Fredrik Meyer,2011,dlf,4,4,Ikke valgt,15,2,247000,0.08,Det Liberale Folkepartiet,17,2011-09-12,111,3.09539720929508,8,345,337
kandidat000573,Fredrik Olstad,2015,rv,54,24,Ikke valgt,84,7,16174,5.05,Rødt,91,2015-09-14,22,4.61783161904308,10,37,27
kandidat000574,Fredrik Røe Brevig,2011,nkp,5,3,Ikke valgt,15,6,210000,0.07,Norges Kommunistiske Parti,21,2011-09-12,58,3.28748848749461e-06,0,60,60
kandidat000575,Fredrik Røe Brevig,2015,nkp,12,6,Ikke valgt,13,3,240,0.07,Norges Kommunistiske Parti,16,NA,0,0,0,0,0
kandidat000576,Fredrik Semcesen,2011,dem,26,25,Ikke valgt,2,0,214000,0.07,Demokratene i Norge,2,2011-09-12,2,1.55293576364748,2,2,0
kandidat000577,Fredrik S. Heffermehl,2011,mdg,47,55,Ikke valgt,33,4,7653,2.47,Miljøpartiet De Grønne,37,2011-09-12,812,0.323340004721039,0,1488,1488
kandidat000578,Fredrik Smith,2011,dem,17,26,Ikke valgt,4,1,214000,0.07,Demokratene i Norge,5,2011-09-12,38,1.35467008195803,4,72,68
kandidat000579,Fredrik Winther,2007,osby,6,4,Ikke valgt,59,37,1466,0.54,Oslo Byaksjon,96,2007-09-10,25,4.74102611009291,9,31,22
kandidat000580,Frida Blomgren,2007,v,37,27,Ikke valgt,176,7,23703,8.72,Venstre,183,2007-09-10,1,1.2524425077888e-07,0,2,2
kandidat000581,Frida Blomgren,2015,v,21,25,Ikke valgt,204,14,21986,6.86,Venstre,218,2015-09-14,26,0.0207454828377505,0,297,297
kandidat000582,Frithjof Eide Fjeldstad,2015,fi,5,4,Ikke valgt,64,56,1388,0.43,Feministisk Initiativ,120,2015-09-14,13,0.0859055968280406,0,182,182
kandidat000583,Fritz Roar Børnes,2007,sfp,14,11,Ikke valgt,6,0,129000,0.05,Samfunnspartiet,6,NA,0,0,0,0,0
kandidat000584,Frode Ersfjord,2015,sv,40,12,Ikke valgt,135,19,17445,5.44,Sosialistisk Venstreparti,154,2015-09-14,158,2.92823806749338,9,162,153
kandidat000585,Frode Fjeldstad,2007,v,44,31,Ikke valgt,152,3,23703,8.72,Venstre,155,2007-09-10,30,3.36141665362273,7,45,38
kandidat000586,Frode Jacobsen,2015,ap,6,4,Valgt,2614,87,102431,31.97,Arbeiderpartiet,2701,2015-09-14,1358,64.7630324478519,110,4945,4835
kandidat000587,Frode Kyvåg,2015,ap,12,17,Valgt,4229,261,102431,31.97,Arbeiderpartiet,4490,2015-09-14,2552,142.775463898091,344,9769,9425
kandidat000588,Frode Woldsund,2007,krf,10,15,Ikke valgt,103,33,8368,3.08,Kristelig Folkeparti,136,2007-09-10,64,4.34238647334323,7,88,81
kandidat000589,Frode Woldsund,2011,krf,19,13,Ikke valgt,111,20,7571,2.44,Kristelig Folkeparti,131,2011-09-12,226,4.35818813620689,10,314,304
kandidat000590,Frode Woldsund,2015,krf,8,4,Ikke valgt,194,58,7827,2.44,Kristelig Folkeparti,252,2015-09-14,254,6.13461691627968,12,568,556
kandidat000591,Frøydis Strømme Jørve,2015,mdg,44,49,Ikke valgt,145,5,26096,8.14,Miljøpartiet De Grønne,150,2015-09-14,1,0.000130126955927367,0,1,1
kandidat000592,Gabrielle Legrand Gjerdset,2015,sv,14,21,Ikke valgt,374,109,17445,5.44,Sosialistisk Venstreparti,483,2015-09-14,154,0.000769516895240266,0,165,165
kandidat000593,Gard Lindseth,2007,v,55,46,Ikke valgt,106,5,23703,8.72,Venstre,111,2007-09-10,61,1.4031973122447,3,78,75
kandidat000594,Gard Sandaker-Nielsen,2015,ap,61,59,Ikke valgt,487,41,102431,31.97,Arbeiderpartiet,528,2015-09-14,178,5.64580364609755,10,336,326
kandidat000595,Gaute Brækken,2011,krf,13,7,Ikke valgt,119,40,7571,2.44,Kristelig Folkeparti,159,2011-09-12,63,1.95885710767537,3,70,67
kandidat000596,Gaute Brækken,2015,krf,9,6,Ikke valgt,142,65,7827,2.44,Kristelig Folkeparti,207,2015-09-14,74,3.02514236235204,4,144,140
kandidat000597,Geeta Joshi,2007,in,8,3,Ikke valgt,41,24,329000,0.12,Innvandrerpartiet,65,NA,0,0,0,0,0
kandidat000598,Geir Isene,2015,pirat,16,9,Ikke valgt,19,6,805,0.25,Piratpartiet,25,2015-09-14,48,0.0141585584511425,0,223,223
kandidat000599,Geir Kvarme,2015,h,13,15,Valgt,1675,115,101882,31.8,Høyre,1790,2015-09-14,712,13.5081908916435,45,2083,2038
kandidat000600,Geir Lahnstein,2007,sp,15,33,Ikke valgt,29,4,2189,0.81,Senterpartiet,33,2007-09-10,8,0.917365033619505,1,60,59
kandidat000601,Geir Lahnstein,2011,sp,24,39,Ikke valgt,9,6,1591,0.51,Senterpartiet,15,2011-09-12,31,1.3410351122581,3,91,88
kandidat000602,Geir Lippestad,2015,ap,11,33,Valgt,6947,523,102431,31.97,Arbeiderpartiet,7470,2015-09-14,26952,122.189424222632,232,32146,31914
kandidat000603,Geirmund Jor,2011,sv,42,32,Ikke valgt,108,12,19477,6.28,Sosialistisk Venstreparti,120,2011-09-12,352,9.85032502751281,13,462,449
kandidat000604,Geirmund Jor,2015,sv,50,44,Ikke valgt,79,9,17445,5.44,Sosialistisk Venstreparti,88,2015-09-14,220,4.8795901942762,7,682,675
kandidat000605,Geir Olav Tungland,2015,ksp,1,1,Ikke valgt,84,31,421,0.13,Partiet De Kristne,115,2015-09-14,7,2.93383244782679,5,7,2
kandidat000606,Geir Storli Jensen,2015,mdg,45,30,Ikke valgt,125,24,26096,8.14,Miljøpartiet De Grønne,149,2015-09-14,8,3.32045726975923e-07,0,10,10
kandidat000607,Geo von Krogh,2007,sfp,7,7,Ikke valgt,8,2,129000,0.05,Samfunnspartiet,10,2007-09-10,2,0.409076614306046,2,50,48
kandidat000608,Gerd Kvanvig,2011,ap,63,55,Ikke valgt,277,6,102707,33.1,Det norske Arbeiderparti,283,2011-09-12,16,0.00110511228804104,0,34,34
kandidat000609,Gerhard Berg,2007,krf,31,21,Ikke valgt,40,5,8368,3.08,Kristelig Folkeparti,45,2007-09-10,36,2.96394701899946,8,456,448
kandidat000610,Gina Maria Grønlien Østmoe,2011,sp,57,54,Ikke valgt,4,0,1591,0.51,Senterpartiet,4,2011-09-12,5,0.00329940160991622,0,15,15
kandidat000611,Gisle Hannemyr,2007,osby,15,46,Ikke valgt,24,16,1466,0.54,Oslo Byaksjon,40,2007-09-10,862,26.9405997078918,69,1306,1237
kandidat000612,Gjermund Løyning,2007,krf,8,11,Ikke valgt,127,21,8368,3.08,Kristelig Folkeparti,148,2007-09-10,117,0.191437091814049,1,191,190
kandidat000613,Glenn Steffensen,2015,dem,5,4,Ikke valgt,52,4,740,0.23,Demokratene i Norge,56,NA,0,0,0,0,0
kandidat000614,Gøril Bjerkhol Havro,2011,v,20,14,Ikke valgt,231,15,25351,8.17,Venstre,246,2011-09-12,3,0.794491782676423,2,3,1
kandidat000615,Gøril Bjerkhol Havro,2015,v,16,13,Ikke valgt,257,18,21986,6.86,Venstre,275,2015-09-14,2,2.36780133299369e-11,0,5,5
kandidat000616,Gørild Beatrice Bendixen,2011,mdg,37,28,Ikke valgt,36,7,7653,2.47,Miljøpartiet De Grønne,43,2011-09-12,2,2.73917762509762e-06,0,3,3
kandidat000617,Grete Haugdal,2011,ap,35,19,Vara,818,13,102707,33.1,Det norske Arbeiderparti,831,2011-09-12,12,1.28424944714874,3,18,15
kandidat000618,Grete Horntvedt,2007,h,23,35,Vara,637,24,68475,25.19,Høyre,661,2007-09-10,1963,14.4851883494017,28,4668,4640
kandidat000619,Grete Horntvedt,2015,h,18,12,Valgt,1085,53,101882,31.8,Høyre,1138,2015-09-14,170,4.66853618855631,8,5107,5099
kandidat000620,Grete Sofie Fallan Glasø-Olsen,2015,pirat,13,18,Ikke valgt,21,6,805,0.25,Piratpartiet,27,NA,0,0,0,0,0
kandidat000621,Grethe Helgesen,2007,kp,35,20,Ikke valgt,1,0,120000,0.04,Kystpartiet,1,NA,0,0,0,0,0
kandidat000622,Grethe Horn,2015,pp,12,23,Ikke valgt,16,4,1169,0.36,Pensjonistpartiet,20,2015-09-14,19,0.468175751573569,1,99,98
kandidat000623,Grethe Østhell,2007,frp,45,49,Ikke valgt,113,1,38873,14.3,Fremskrittspartiet,114,2007-09-10,3,0.000139862212086247,0,3,3
kandidat000624,Grethe Østhell,2011,frp,50,42,Ikke valgt,66,2,21852,7.04,Fremskrittspartiet,68,2011-09-12,8,0.625486875906213,1,11,10
kandidat000625,Grethe Torvik,2011,krf,49,52,Ikke valgt,31,4,7571,2.44,Kristelig Folkeparti,35,2011-09-12,3,0.0528206630363588,0,10,10
kandidat000626,Gro Balas,2015,ap,31,20,Vara,1508,68,102431,31.97,Arbeiderpartiet,1576,2015-09-14,276,8.97396577365121,22,3516,3494
kandidat000627,Gro Bratteli Jamholt,2007,ap,19,18,Vara,1090,36,81265,29.89,Det norske Arbeiderparti,1126,2007-09-10,4,7.44326759705252e-12,0,11,11
kandidat000628,Gro Bratteli Jamholt,2011,ap,32,25,Vara,906,31,102707,33.1,Det norske Arbeiderparti,937,2011-09-12,17,1.3886319901021e-07,0,28,28
kandidat000629,Gro Bratteli Jamholt,2015,ap,49,36,Ikke valgt,797,19,102431,31.97,Arbeiderpartiet,816,2015-09-14,177,0.00143303357840612,0,205,205
kandidat000630,Gro Lindstad,2007,sv,14,14,Vara,555,102,28701,10.56,Sosialistisk Venstreparti,657,2007-09-10,18,1.00897895136987,1,176,175
kandidat000631,Gro Standnes,2007,sv,47,53,Ikke valgt,126,7,28701,10.56,Sosialistisk Venstreparti,133,2007-09-10,30,0.00220317294287916,0,195,195
kandidat000632,Gry Orfei Solbraa,2007,mdg,21,18,Ikke valgt,17,9,1687,0.62,Miljøpartiet De Grønne,26,2007-09-10,13,1.84850876105635,3,13,10
kandidat000633,Gudny Dæhlin,2007,mdg,59,64,Ikke valgt,4,0,1687,0.62,Miljøpartiet De Grønne,4,NA,0,0,0,0,0
kandidat000634,Gudrun Jære Hoel,2015,v,53,34,Ikke valgt,77,16,21986,6.86,Venstre,93,NA,0,0,0,0,0
kandidat000635,Gülay Kutal,2011,sv,4,3,Valgt,890,303,19477,6.28,Sosialistisk Venstreparti,1193,2011-09-12,190,7.302606928039,8,394,386
kandidat000636,Gülay Kutal,2015,sv,6,7,Vara,732,286,17445,5.44,Sosialistisk Venstreparti,1018,2015-09-14,259,10.1455712781177,14,653,639
kandidat000637,Gulsum Koc,2015,h,32,23,Vara,557,77,101882,31.8,Høyre,634,2015-09-14,50,1.63280146782178,2,52,50
kandidat000638,Gülsüm Koc,2011,h,28,33,Vara,606,102,110776,35.7,Høyre,708,2011-09-12,1,0.977262483773277,1,1,0
kandidat000639,Gunnar Bloch-Hoell,2007,krf,44,22,Ikke valgt,26,2,8368,3.08,Kristelig Folkeparti,28,NA,0,0,0,0,0
kandidat000640,Gunnar Danielsen,2007,dem,46,22,Ikke valgt,0,0,306000,0.11,Demokratene,0,2007-09-10,34,3.71344676184469,6,73,67
kandidat000641,Gunnar Egil Myhre,2011,pp,5,30,Ikke valgt,22,1,1045,0.34,Pensjonistpartiet,23,2011-09-12,4,1.55332825349164,2,4,2
kandidat000642,Gunnar Grøvslien,2015,pp,18,20,Ikke valgt,10,1,1169,0.36,Pensjonistpartiet,11,NA,0,0,0,0,0
kandidat000643,Gunnar Kr. Olsen,2007,frp,50,43,Ikke valgt,96,3,38873,14.3,Fremskrittspartiet,99,2007-09-10,4,0.265084764294375,0,9,9
kandidat000644,Gunnar Kvalvaag,2007,krf,9,9,Ikke valgt,131,15,8368,3.08,Kristelig Folkeparti,146,2007-09-10,8,1.49031783789792,2,57,55
kandidat000645,Gunnar Kvalvaag,2011,krf,28,41,Ikke valgt,76,4,7571,2.44,Kristelig Folkeparti,80,2011-09-12,15,1.58395971233954,2,72,70
kandidat000646,Gunnar Kvalvaag,2015,krf,13,16,Ikke valgt,141,7,7827,2.44,Kristelig Folkeparti,148,2015-09-14,19,0.66153633512578,1,91,90
kandidat000647,Gunnar Larne,2007,h,58,43,Ikke valgt,184,8,68475,25.19,Høyre,192,2007-09-10,12,0.0752416594854898,0,26,26
kandidat000648,Gunnar Løchø Brevig,2011,v,52,28,Ikke valgt,84,2,25351,8.17,Venstre,86,2011-09-12,2,0.616931072582556,1,2,1
kandidat000649,Gunnar Moen Salberg,2007,dlf,12,13,Ikke valgt,3,0,127000,0.05,Det Liberale Folkepartiet,3,NA,0,0,0,0,0
kandidat000650,Gunnar Moen Salberg,2011,dlf,10,8,Ikke valgt,5,0,247000,0.08,Det Liberale Folkepartiet,5,2011-09-12,1,1.36288831518778e-13,0,14,14
kandidat000651,Gunnar Prestegård,2007,krf,3,5,Vara,610,101,8368,3.08,Kristelig Folkeparti,711,2007-09-10,273,5.56237717912068,10,1291,1281
kandidat000652,Gunnar Prestegård,2011,krf,3,15,Vara,554,64,7571,2.44,Kristelig Folkeparti,618,2011-09-12,304,4.19567910539576,9,1595,1586
kandidat000653,Gunnar Prestegård,2015,krf,3,8,Vara,470,52,7827,2.44,Kristelig Folkeparti,522,2015-09-14,298,12.9552867165474,31,1893,1862
kandidat000654,Gunnar Rein Olsen,2007,krf,29,17,Ikke valgt,51,2,8368,3.08,Kristelig Folkeparti,53,2007-09-10,4,0.00382668974908266,0,19,19
kandidat000655,Gunnar Rein Olsen,2011,krf,51,46,Ikke valgt,27,3,7571,2.44,Kristelig Folkeparti,30,2011-09-12,9,0.0187075663726558,0,28,28
kandidat000656,Gunnar Rein Olsen,2015,krf,41,23,Ikke valgt,42,4,7827,2.44,Kristelig Folkeparti,46,2015-09-14,5,1.68322790175699,2,33,31
kandidat000657,Gunnell-Erika Sandanger,2015,sv,39,33,Ikke valgt,162,8,17445,5.44,Sosialistisk Venstreparti,170,NA,0,0,0,0,0
kandidat000658,Gunnell Sandanger,2007,sv,54,45,Ikke valgt,101,7,28701,10.56,Sosialistisk Venstreparti,108,2007-09-10,90,7.5218511828361,10,90,80
kandidat000659,Gunnell Sandanger,2011,sv,53,47,Ikke valgt,72,7,19477,6.28,Sosialistisk Venstreparti,79,2011-09-12,79,4.27099024959442,17,169,152
kandidat000660,Gunn Erna Pound,2015,rv,26,15,Ikke valgt,153,19,16174,5.05,Rødt,172,2015-09-14,2,0.0914466169586514,1,2,1
kandidat000661,Gunnhild Skrøvseth,2015,sp,52,48,Ikke valgt,4,0,1926,0.6,Senterpartiet,4,2015-09-14,9,8.20027997096935e-12,0,9,9
kandidat000662,Gunnhild Sørås,2011,krf,32,51,Ikke valgt,69,2,7571,2.44,Kristelig Folkeparti,71,2011-09-12,207,4.97926384000762,12,349,337
kandidat000663,Gunnhild Svare,2007,mdg,53,56,Ikke valgt,6,0,1687,0.62,Miljøpartiet De Grønne,6,2007-09-10,3,1.87530986178396e-11,0,3,3
kandidat000664,Gunvor Sæther,2007,mdg,54,62,Ikke valgt,5,1,1687,0.62,Miljøpartiet De Grønne,6,2007-09-10,40,0.000673491687470082,0,73,73
kandidat000665,Guri Melby,2015,v,1,1,Valgt,3753,1029,21986,6.86,Venstre,4782,2015-09-14,5657,312.56510417473,619,6184,5565
kandidat000666,Guri Mugaas,2011,rv,51,52,Ikke valgt,50,1,11257,3.63,Rødt,51,2011-09-12,1,1.39783619357725e-05,0,22,22
kandidat000667,Guri Pahle Glad,2007,sv,20,27,Ikke valgt,388,41,28701,10.56,Sosialistisk Venstreparti,429,2007-09-10,31,0.0199857383274541,0,294,294
kandidat000668,Guri Pahle Glad,2011,sv,21,23,Ikke valgt,205,19,19477,6.28,Sosialistisk Venstreparti,224,2011-09-12,30,0.0182824019155268,0,324,324
kandidat000669,Guri Waalen Borch,2015,sv,23,27,Ikke valgt,261,19,17445,5.44,Sosialistisk Venstreparti,280,2015-09-14,133,2.72733818634836,5,139,134
kandidat000670,Guro Fjellanger,2007,v,3,4,Valgt,1665,409,23703,8.72,Venstre,2074,2007-09-10,349,14.5946956948876,25,3257,3232
kandidat000671,Guro Fjellanger,2011,v,3,4,Valgt,1228,274,25351,8.17,Venstre,1502,2011-09-12,506,12.6064599611787,27,3763,3736
